ID,title,role,identification,reviewer,value in Derge colophon,ambiguity,note,sources
D3944,pha rol tu phyin pa bsdus pa zhes bya ba,translator,P2CZ7929,,lo tsA ba A tsAr+ya bai ro tsa na rak+Shi ta,,,
D3945,las dang po pa'i sa sbyang ba,author,P4CZ10568,,slob dpon mkhas pa chen po byang chub sems dpa' dgra las rgyal gsang ba,,,
D3945,las dang po pa'i sa sbyang ba,translatorPandita,P2956,,rgya gar gyi mkhan po kr-iSh+Na pa,,,
D3945,las dang po pa'i sa sbyang ba,translator,P3890,,zhu chen gyi lo tsA ba dge slong chos kyi shes rab,,,
D3946,byang chub sems dpa'i spyod pa mdo tsam gdams ngag tu byas pa,author,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3947,byang chub lam gyi sgron ma,author,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3947,byang chub lam gyi sgron ma,translatorPandita,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3947,byang chub lam gyi sgron ma,translator,P1242,,zhu chen gyi lo tsA ba dge ba'i blo gros,,,
D3947,byang chub lam gyi sgron ma,translationplace,-,,zhang zhung gi tho ling gtsug lag khang,,,
D3948,byang chub lam gyi sgron ma'i dka' 'grel zhes bya ba,author,P3379,,shAkya'i dge slong mkhas pa chen po byang chub sems dpa'i spyod pa mdzad pa dI paM ka ra shrI dz+nyA na,,,
D3948,byang chub lam gyi sgron ma'i dka' 'grel zhes bya ba,translatorPandita,P3379,,rgya gar gyi mkhas pa chen po bla ma byang chub sems dpa' b+haM ga la pa/_dpal mar me mdzad ye shes,,,
D3948,byang chub lam gyi sgron ma'i dka' 'grel zhes bya ba,translator,P3456,,lo tsA ba dge slong tshul khrims rgyal ba,,,
D3949,snying po bsdus pa zhes bya ba,author,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3949,snying po bsdus pa zhes bya ba,translatorPandita,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3949,snying po bsdus pa zhes bya ba,translator,P3456,,lo tsA ba dge slong tshul khrims 'byung gnas deb rtse,,,
D3950,snying po nges par bsdu ba zhes bya ba,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3950,snying po nges par bsdu ba zhes bya ba,translatorPandita,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3950,snying po nges par bsdu ba zhes bya ba,translator,P3456,,zhu chen gyi lo tsA ba dge slong tshul khrims rgyal ba,,,
D3950,snying po nges par bsdu ba zhes bya ba,translationplace,-,,dbus kyi gnye thang gtsug lag khang,,,
D3951,byang chub sems dpa'i nor bu'i phreng ba,author,P3379,,rgya gar gyi mkhan po dang dpal mar me mdzad ye shes,,,
D3952,byang chub sems dpa' las dang po pa'i lam la 'jug pa bstan pa,author,P3379,,slob dpon dpal mar me mdzad ye shes,,,
D3952,byang chub sems dpa' las dang po pa'i lam la 'jug pa bstan pa,translatorPandita,P3379,,slob dpon dpal mar me mdzad ye shes,,,
D3952,byang chub sems dpa' las dang po pa'i lam la 'jug pa bstan pa,translator,P3456,,lo tsA ba tshul khrims rgyal ba,,,
D3953,skyabs su 'gro ba bstan pa,author,P3379,,bla ma byang chub sems dpa' dI paM ka ra shrI dz+nyA na,,,
D3953,skyabs su 'gro ba bstan pa,translatorPandita,P3379,,,,,
D3953,skyabs su 'gro ba bstan pa,translator,P1242,,,,,
D3954,theg pa chen po'i lam gyi sgrub thabs yi ger bsdus pa,author,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3954,theg pa chen po'i lam gyi sgrub thabs yi ger bsdus pa,translatorPandita,P3379,,rgya gar gyi mkhan po mar me mdzad ye shes,,,
D3954,theg pa chen po'i lam gyi sgrub thabs yi ger bsdus pa,translator,P1242,,lo tsA ba dge slong dge ba'i blo gros,,,
D3955,theg pa chen po lam gyi sgrub thabs shin tu bsdus pa,author,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3955,theg pa chen po lam gyi sgrub thabs shin tu bsdus pa,translatorPandita,P3379,,rgya gar gyi mkhan po paN+Di ta mar me mdzad ye shes,,,
D3955,theg pa chen po lam gyi sgrub thabs shin tu bsdus pa,translator,P1242,,lo tsA ba dge slong dge ba'i blo gros,,,
D3956,rang gi bya ba'i rim pa bskul ba dang bcas pa yi ger bris pa bzhugs,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3956,rang gi bya ba'i rim pa bskul ba dang bcas pa yi ger bris pa bzhugs,translatorPandita,P3379,,rgya gar gyi mkhan po chen po mar me mdzad ye shes,,,
D3956,rang gi bya ba'i rim pa bskul ba dang bcas pa yi ger bris pa bzhugs,translator,P1242,,zhu chen gyi lo tsA ba dge slong dge ba'i blo gros,,,
D3957,mdo'i sde'i don kun las btus pa'i man ngag,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3957,mdo'i sde'i don kun las btus pa'i man ngag,translatorPandita,P3379,,rgya gar gyi mkhan po chen po mar me mdzad ye shes,,,
D3957,mdo'i sde'i don kun las btus pa'i man ngag,translator,P3456,,zhu chen gyi lo tsA ba dge slong tshul khrims rgyal ba,,,
D3958,mi dge ba bcu'i las kyi lam bstan pa,author,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3958,mi dge ba bcu'i las kyi lam bstan pa,translatorPandita,P3379,,rgya gar gyi mkhan po mar me mdzad ye shes,,,
D3958,mi dge ba bcu'i las kyi lam bstan pa,translator,P3456,,zhu chen gyi lo tsA ba dge slong tshul khrims rgyal ba,,,
D3959,las rnam par 'byed pa zhes bya ba,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3959,las rnam par 'byed pa zhes bya ba,translatorPandita,P3379,,rgya gar gyi mkhan po mar me mdzad ye shes,,,
D3959,las rnam par 'byed pa zhes bya ba,translator,P3456,,zhu chen gyi lo tsA ba dge slong tshul khrims rgyal ba,,,
D3960,spyod pa bsdus pa'i sgron ma,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3960,spyod pa bsdus pa'i sgron ma,translatorPandita,P3379,,rgya gar gyi mkhan po paN+Di ta dI paM ka ra shrI dz+nyA na,,,
D3960,spyod pa bsdus pa'i sgron ma,translator,P3456,,lo tsA ba dge slong tshul khrims rgyal ba,,,
D3961,mdo kun las btus pa chen po zhes bya ba,translator,P5651,,shAkya'i dge slong nyi ma grags pa,,,
D3961,mdo kun las btus pa chen po zhes bya ba,translator,P4CZ15243,,khu yi ban de mdo sde 'bar,,,
D3961,mdo kun las btus pa chen po zhes bya ba,translationplace,-,,dpal ldan ya gad gtsug lag khang chen,,,
D3961,mdo kun las btus pa chen po zhes bya ba,author,P3379,,,,,
D3961,mdo kun las btus pa chen po zhes bya ba,translatorPandita,P4CZ15242?,,,,,
D3962,byang chub sems dpa'i lam gyi rim pa mdor bsdus pa,author,P1518,,kha che shAkya shrI bzang po,,,
D3962,byang chub sems dpa'i lam gyi rim pa mdor bsdus pa,translatorPandita,P1518,,paN+Di ta chen po shAkya shrI bzang po,,,
D3962,byang chub sems dpa'i lam gyi rim pa mdor bsdus pa,translator,P4007,,lo tsA ba byams pa'i dpal,,,
D3962,byang chub sems dpa'i lam gyi rim pa mdor bsdus pa,translationplace,-,,rgyang ro sa lu'i gtsug lag khang,,,
D3963,theg pa chen po'i man ngag gi tshigs su bcad pa,author,P1518,,ma byon pa'i sangs rgyas chos rje shAkya shrI,,,
D3963,theg pa chen po'i man ngag gi tshigs su bcad pa,translatorPandita,P1518,,ma hA paN+Di ta chos rje shAkya shrI,,,
D3963,theg pa chen po'i man ngag gi tshigs su bcad pa,translator,P4007,,lo tsA ba byams pa'i dpal,,,
D3964,rgyal ba'i lam la 'jug pa,author,P9963,,bud+d+ha shrI dz+nyA na,,,
D3964,rgyal ba'i lam la 'jug pa,translatorPandita,P9963,,,,,
D3964,rgyal ba'i lam la 'jug pa,translator,P4440,,,,,
D3965,byang chub sems dpa' spyod yul yongs su dag pa'i mdo'i don mdor bsdus pa,author,P3374,,slob dpon dpal sgra gcan 'dzin bzang po,,,
D3965,byang chub sems dpa' spyod yul yongs su dag pa'i mdo'i don mdor bsdus pa,translatorPandita,P1518,,kha che shAkya shrI bzang po,,,
D3965,byang chub sems dpa' spyod yul yongs su dag pa'i mdo'i don mdor bsdus pa,translator,P4007,,lo tsA ba byams pa'i dpal,,,
D3966,byang chub tu sems bskyed pa'i cho ga,author,P4954,,slob dpon mkhas pa chen po 'phags pa klu sgrub,,,
D3966,byang chub tu sems bskyed pa'i cho ga,translatorPandita,P8228,,rgya gar gyi mkhan po su ran dra bod+hi,,,
D3966,byang chub tu sems bskyed pa'i cho ga,translator,P8205,,zhu chen gyi lo tsA ba ban de ye shes sde,,,
D3967,byang chub sems dpa'i sdom pa'i cho ga,author,P3820,,slob dpon mkhas pa chen po byang chub bzang po,,,
D3967,byang chub sems dpa'i sdom pa'i cho ga,translatorPandita,P3850,,rgya gar gyi mkhan po chen po bla ma su nA ya shrI mi tra,,,
D3967,byang chub sems dpa'i sdom pa'i cho ga,translator,P2614,,zhu chen gyi lo tsA ba dge slong dar ma grags,,,
D3968,byang chub kyi sems bskyed pa dang yi dam blang ba'i cho ga,author,P4CZ10568,,slob dpon mkhas pa chen po byang chub sems dpa' dgra las rnam par rgyal ba,,,
D3968,byang chub kyi sems bskyed pa dang yi dam blang ba'i cho ga,translatorPandita,?,to check,rgya gar gyi mkhan po chen po su ma ti kIrti,,,
D3968,byang chub kyi sems bskyed pa dang yi dam blang ba'i cho ga,translator,?,to check,zhu chen gyi lo tsA ba dge slong blo ldan shes rab,,,
D3969,sems bskyed pa dang sdom pa'i cho ga'i rim pa,author,P3379,,slob dpon chen po dpal mar me mdzad ye shes,,,
D3969,sems bskyed pa dang sdom pa'i cho ga'i rim pa,translatorPandita,P3379,,rgya gar gyi mkhan po mar me mdzad ye shes,,,
D3969,sems bskyed pa dang sdom pa'i cho ga'i rim pa,translator,P1242,,zhu chen gyi lo tsA ba dge slong dge ba'i blo gros,,,
D3969,sems bskyed pa dang sdom pa'i cho ga'i rim pa,revisorPandita,P3456,,lo tsA ba dge slong tshul khrims rgyal ba,,,
D3969,sems bskyed pa dang sdom pa'i cho ga'i rim pa,revisor,P3379,,paN+Di ta mar me mdzad ye shes,,,
D3970,byang chub sems dpa'i sdom pa gzung ba'i cho ga,author,P4004,,slob dpon mkhas pa chen po 'jigs med 'byung gnas sbas pa,,,
D3970,byang chub sems dpa'i sdom pa gzung ba'i cho ga,translatorPandita,P1518,,kha che'i paN+Di ta chen po shAkya shrI b+ha dra,,,
D3970,byang chub sems dpa'i sdom pa gzung ba'i cho ga,translator,P4440,,chag lo tsA ba dge slong dgra bcom,,,
D3971,gsum la skyabs su 'gro ba bdun cu pa,author,P5782,,slob dpon zla ba grags pa,,,
D3971,gsum la skyabs su 'gro ba bdun cu pa,translatorPandita,P3379,,rgya gar gyi mkhan po paN+Di ta chen po dI paM ka ra shrI dz+nyA na,,,
D3971,gsum la skyabs su 'gro ba bdun cu pa,translator,P753,,sgra bsgyur gyi lo tsA ba dge slong rin chen bzang po,,,
D3972,skyabs 'gro yan lag drug pa,author,P5011,,slob dpon bi ma la,,,
D3973,ltung ba bshags pa'i cho ga,author,P6161,,thams cad yod par smra ba'i paN+Di ta de ba shAn+ti,,,
D3973,ltung ba bshags pa'i cho ga,translatorPandita,P3379,,rgya gar gyi mkhan po dI paM ka ra shrI dz+nyA na,,,
D3973,ltung ba bshags pa'i cho ga,translator,P3456,,bod kyi lo tsA ba dge slong tshul khrims rgyal ba,,,
D3974,ltung ba bshags pa'i cho ga,author,P3379,,slob dpon dpal mar me mdzad ye shes,,,
D3974,ltung ba bshags pa'i cho ga,translatorPandita,P3379,,rgya gar gyi mkhan po mar me mdzad ye shes,,,
D3974,ltung ba bshags pa'i cho ga,translator,P3456,,bod kyi lo tsA ba dge slong tshul khrims rgyal ba,,,
D3975,kha ton dang glegs bam klag pa'i sngon du bya ba'i cho ga,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3976,pha rol tu phyin pa'i theg pa'i tsha tsha gdab pa'i cho ga,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3977,bla ma'i bya ba'i rim pa,author,P3379,,slob dpon mkhas pa chen po dpal mar me mdzad ye shes,,,
D3978,sdom pa gsum gyi rim pa,author,P4CZ15295,,slob dpon chen po rnyog med rdo rje,,,
D3978,sdom pa gsum gyi rim pa,translatorPandita,P8165,,rgya gar gyi mkhan po a tu l+ya dA sa,,,
D3978,sdom pa gsum gyi rim pa,translator,P2551,,zhu chen gyi lo tsA ba dge slong blo ldan shes rab,,,
D3979,chos spyod yan lag bzhi pa,author,P8192,,rnal 'byor gyi dbang phyug chen po shrI dza ga ti ma trA nan+da,,,
D3979,chos spyod yan lag bzhi pa,translatorPandita,P8192,,rnal 'byor gyi dbang phyug chen po shrI dza ga ti ma trA nan+da,,,
D3979,chos spyod yan lag bzhi pa,translator,P4007,,lo tsA ba byams pa'i dpal,,,
D3980,dam pa'i chos spyod la 'jug pa'i yan lag bdun pa,author,P1518,,kha che'i paN+Di ta chen po shAkya shrI b+ha dra,,,
D3980,dam pa'i chos spyod la 'jug pa'i yan lag bdun pa,translatorPandita,P1518,,kha che'i paN+Di ta chen po shAkya shrI b+ha dra,,,
D3980,dam pa'i chos spyod la 'jug pa'i yan lag bdun pa,translator,P4007,,bod kyi lo tsA ba dge slong byams pa'i dpal,,,
D3981,phags pa dgongs pa nges par 'grel pa'i rnam par bshad pa,author,P6117,,slob dpon thogs med,,,
D3981,phags pa dgongs pa nges par 'grel pa'i rnam par bshad pa,translatorPandita,P8209,,rgya gar gyi mkhan po dzi na mi tra,,,
D3981,phags pa dgongs pa nges par 'grel pa'i rnam par bshad pa,translatorPandita,P1KG8854,,shI len dra bo d+hi,,,
D3981,phags pa dgongs pa nges par 'grel pa'i rnam par bshad pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3982,sangs rgyas rjes su dran pa'i 'grel ba,author,P6117,,slob dpon thogs med,,,
D3982,sangs rgyas rjes su dran pa'i 'grel ba,translatorPandita,P4CZ16770,,rgya gar gyi mkhan po a dzi ta shrI b+ha dra,,,
D3982,sangs rgyas rjes su dran pa'i 'grel ba,translator,P4CZ16819,,bod kyi lo tsA ba dge slong shAkya 'od,,,
D3983,chos rjes su dran pa'i 'grel pa,author,P6117,,slob dpon thogs med,,,
D3984,dge 'dun rjes su dran pa'i bshad pa,author,P6117,,slob dpon thogs med,,,
D3984,dge 'dun rjes su dran pa'i bshad pa,translatorPandita,P4CZ16770,,rgya gar gyi mkhan po dge slong a dzi ta shrI b+ha dra,,,
D3984,dge 'dun rjes su dran pa'i bshad pa,translator,P4CZ16819,,bod kyi lo tsA ba dge slong shAkya 'od,,,
D3985,phags pa sA lu ljang pa'i tshig le'ur byas pa,author,P4954,,phags pa klu sgrub,,,
D3986,phags pa sA lu ljang pa zhes bya ba theg pa chen po'i mdo'i rgya cher bshad pa,author,P4954,,slob dpon chen po klu sgrub,,,
D3986,phags pa sA lu ljang pa zhes bya ba theg pa chen po'i mdo'i rgya cher bshad pa,translatorPandita,P8574,,rgya gar gyi mkhan po d+harma shrI pra b+hA,,,
D3986,phags pa sA lu ljang pa zhes bya ba theg pa chen po'i mdo'i rgya cher bshad pa,translatorPandita,P6525,,dz+nyA na ku mA ra,,,
D3986,phags pa sA lu ljang pa zhes bya ba theg pa chen po'i mdo'i rgya cher bshad pa,translator,P4267,,lo tsA ba ban+de legs pa'i blo gros,,,
D3986,phags pa sA lu ljang pa zhes bya ba theg pa chen po'i mdo'i rgya cher bshad pa,revisor,P8182,,zhu chen gyi lo tsA ba ban+de dpal brtsegs,,,
D3987,sangs rgyas rjes su dran pa'i rgya cher 'grel pa,author,P6119,,slob dpon dbyig gnyen,,,
D3987,sangs rgyas rjes su dran pa'i rgya cher 'grel pa,translatorPandita,P8210,,rgya gar gyi mkhan po dA na shrI la,,,
D3987,sangs rgyas rjes su dran pa'i rgya cher 'grel pa,translator,P8182,,zhu chen gyi lo tsA pa dge slong dpal brtsegs rak+Shi ta,,,
D3988,tshigs su bcad pa gcig pa'i bshad pa,author,P6119,,slob dpon dbyig gnyen,,,
D3989,phags pa sgo drug pa'i gzungs kyi rnam par bshad pa,author,P6119,,slob dpon dbyig gnyen,,,
D3990,phags pa chos bzhi pa'i rnam par bshad pa,author,P6119,,slob dpon dbyig gnyen,,,
D3990a,phags pa chos bzhi pa'i rnam par bshad pa'i rgya cher 'grel pa,author,P0AT0280,,slob dpon ye shes byin,,,
D3990a,phags pa chos bzhi pa'i rnam par bshad pa'i rgya cher 'grel pa,translatorPandita,P8210,,rgya gar gyi mkhan po dA na shI la,,,
D3990a,phags pa chos bzhi pa'i rnam par bshad pa'i rgya cher 'grel pa,translatorPandita,P4CZ15493,,pradz+nyA warma,,,
D3990a,phags pa chos bzhi pa'i rnam par bshad pa'i rgya cher 'grel pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3991,phags pa ga ya mgo'i ri zhes bya ba'i mdo'i rnam par bshad pa,author,P6119,,slob dpon dbyig gnyen,,,
D3991,phags pa ga ya mgo'i ri zhes bya ba'i mdo'i rnam par bshad pa,translatorPandita,P8228,,rgya gar gyi mkhan po su ren+d+ra bo d+hi,,,
D3991,phags pa ga ya mgo'i ri zhes bya ba'i mdo'i rnam par bshad pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3992,phags pa ga ya mgo'i ri mdo dang spel mar bshad pa,author,P4CZ16778,,mang du thos pa gnas brtan shAkya'i blo,,,
D3993,phags pa sa bcu pa'i rnam par bshad pa,translatorPandita,P4CZ16780,,rgya gar gyi mkhan po many+dzu shrI gar+b+ha,,,
D3993,phags pa sa bcu pa'i rnam par bshad pa,translatorPandita,P4CZ15493,,pradz+nyA warma,,,
D3993,phags pa sa bcu pa'i rnam par bshad pa,translator,P8205,,zhu chen gyi lo tsA ba ban+de ye shes sde,,,
D3993,phags pa sa bcu pa'i rnam par bshad pa,translator,P8182,,ban+de dpal brtsegs,,,
D3993,phags pa sa bcu pa'i rnam par bshad pa,author,P6119,,,,,
D3994,phags pa blo gros mi zad pas bstan pa rgya cher 'grel pa,author,P6119,,,,,
D3995,rten cing 'brel par 'byung ba dang po'i rnam par dbye ba bshad pa,author,P6119,,slob dpon ba su ban d+hu,,,
D3995,rten cing 'brel par 'byung ba dang po'i rnam par dbye ba bshad pa,translatorPandita,P4CZ15644,,li'i mkhan po su ren+d+ra ka ra pra b+hA,,,
D3995,rten cing 'brel par 'byung ba dang po'i rnam par dbye ba bshad pa,translator,P4260,,zhu chen gyi lo tsA ba dge slong nam mkha',,,
D3996,rten cing 'brel par 'byung ba dang po dang rnam par dbye ba bstan pa'i rgya cher bshad pa,author,P4CZ16784,,yon tan blo gros,,,
D3996,rten cing 'brel par 'byung ba dang po dang rnam par dbye ba bstan pa'i rgya cher bshad pa,translatorPandita,P4CZ15644,,li'i mkhan po su ren+d+ra ka ra pra b+hA,,,
D3996,rten cing 'brel par 'byung ba dang po dang rnam par dbye ba bstan pa'i rgya cher bshad pa,translator,P4260,,lo tsA ba dge slong nam mkha',,,
D3997,phags pa sangs rgyas kyi sa'i rnam par bshad pa,author,P4CZ16785,,slob dpon ngang tshul bzang po,,,
D3998,sa bcu'i rnam par bshad pa'i rnam par bshad pa,author,P4CZ16787,,slob dpon nyi ma grub,,,
D3998,sa bcu'i rnam par bshad pa'i rnam par bshad pa,translatorPandita,P4CZ15493,,rgya gar gyi mkhan po pradz+nyA warma,,,
D3998,sa bcu'i rnam par bshad pa'i rnam par bshad pa,translator,P8182,,zhu chen gyi lo tsA ba dge slong dpal brtsegs rak+shi ta,,,
D3999,phags pa sa bcu'i mdo sde'i gleng gzhi bshad pa,author,P4CZ16778,,slob dpon shAkya'i blo,,,
D4000,phags pa rnam par mi rtog par 'jug pa'i gzungs kyi rgya cher 'grel pa,author,P7641,,slob dpon ka ma la shI la,,,
D4000,phags pa rnam par mi rtog par 'jug pa'i gzungs kyi rgya cher 'grel pa,translatorPandita,P8209,,rgya gar gyi mkhan po dzi na mi tra,,,
D4000,phags pa rnam par mi rtog par 'jug pa'i gzungs kyi rgya cher 'grel pa,translatorPandita,P8210,,dA na shI la,,,
D4000,phags pa rnam par mi rtog par 'jug pa'i gzungs kyi rgya cher 'grel pa,translator,P8182,,zhu chen gyi lo tsA ba ban de dpal brtsegs rak+shi ta,,,
D4001,phags pa sA lu ljang pa rgya cher 'grel pa,author,P7641,,slob dpon ka ma la shI la,,,
D4002,tshigs su bcad pa gnyis pa'i bshad pa,author,P4CZ16767,,slob dpon chen po mdzes bkod,,,
D4003,phags pa 'da' ka ye shes kyi mdo'i rnam par bshad pa,author,P5344,,slob dpon pradz+nyA sa mu dra,,,
D4004,phags pa 'da' ka ye shes zhes bya ba theg pa chen po'i mdo'i 'grel pa,author,P6161,,slob dpon zhi ba lha,,,
D4004,phags pa 'da' ka ye shes zhes bya ba theg pa chen po'i mdo'i 'grel pa,translatorPandita,P2JM77,,rgya gar gyi mkhan po d+harma rA dza,,,
D4004,phags pa 'da' ka ye shes zhes bya ba theg pa chen po'i mdo'i 'grel pa,translator,P3709,,bod kyi lo tsA ba 'phags pa shes rab,,,
D4005,byang chub kyi ltung ba bshags pa'i 'grel pa,author,P4954,,slob dpon chen po 'phags pa klu sgrub,,,
D4005,byang chub kyi ltung ba bshags pa'i 'grel pa,translatorPandita,P5659,,rgya gar gyi mkhan po shAn+ta rak+Shi ta,,,
D4005,byang chub kyi ltung ba bshags pa'i 'grel pa,translator,P4CZ16791,,bod kyi lo tsA ba rnyi ba de ba g+ho Sha,,,
D4006,byang chub kyi ltung ba bshags pa'i 'grel pa byang chub sems dpa'i bslab pa'i rim pa zhes bya ba,author,P4CZ10568,,slob dpon dze tA rI dgra las rnam par rgyal ba,,,
D4006,byang chub kyi ltung ba bshags pa'i 'grel pa byang chub sems dpa'i bslab pa'i rim pa zhes bya ba,translatorPandita,P0AT0321,,bal po'i paN+Di ta,,,
D4006,byang chub kyi ltung ba bshags pa'i 'grel pa byang chub sems dpa'i bslab pa'i rim pa zhes bya ba,translator,P1025,,chags lo tsA ba,,,
D4007,las kyi sgrib pa rnam par sbyong ba'i cho ga bshad pa zhes bya ba,author,P3379,,slob dpon dI paM ka ra shrI dz+nyA na,,,
D4007,las kyi sgrib pa rnam par sbyong ba'i cho ga bshad pa zhes bya ba,translatorPandita,P3379,,paN+Di ta dI paM ka ra shrI dz+nyA na,,,
D4007,las kyi sgrib pa rnam par sbyong ba'i cho ga bshad pa zhes bya ba,translator,P3456,,lo tsA ba dge slong tshul khrims rgyal ba,,,
D4008,phung po gsum pa'i sgrub thabs zhes bya ba,author,P2956,,slob dpon kr-iSh+Na pa,,,
D4008,phung po gsum pa'i sgrub thabs zhes bya ba,translatorPandita,P3379,,rgya gar gyi mkhan po chen po dI paM ka ra shrI dz+nyAn,,,
D4008,phung po gsum pa'i sgrub thabs zhes bya ba,translator,P3456,,lo tsA ba dge slong tshul khrims rgyal ba,,,
D4009,phags pa dkon mchog brtsegs pa chen po chos kyi rnam grangs le'u stong phrag brgya pa las 'od srungs kyi le'u rgya cher 'grel pa,author,P4CZ16794,,slob dpon blo brtan,,,
D4010,phags pa chos thams cad kyi rang bzhin mnyam pa nyid rnam par spros pa'i ting nge 'dzin gyi rgyal po zhes bya ba theg pa chen po'i mdo'i 'grel pa grags pa'i phreng ba zhes bya ba,author,P3833,,slob dpon 'jam dpal grags pa,,,
D4010,phags pa chos thams cad kyi rang bzhin mnyam pa nyid rnam par spros pa'i ting nge 'dzin gyi rgyal po zhes bya ba theg pa chen po'i mdo'i 'grel pa grags pa'i phreng ba zhes bya ba,translatorPandita,P4CZ15179,,rgya gar gyi mkhan po zhi ba bzang po,,,
D4010,phags pa chos thams cad kyi rang bzhin mnyam pa nyid rnam par spros pa'i ting nge 'dzin gyi rgyal po zhes bya ba theg pa chen po'i mdo'i 'grel pa grags pa'i phreng ba zhes bya ba,translator,P3456,,lo tsA ba dge slong tshul khrims rgyal ba,,,
D4011,phags pa bzang po spyod pa'i smon lam gyi rgyal po chen po'i bshad sbyar,author,P4954,,slob dpon klu sgrub,,,
D4011,phags pa bzang po spyod pa'i smon lam gyi rgyal po chen po'i bshad sbyar,translatorPandita,P4CZ15246,,kha che'i mkhan po thig le bum pa,,,
