D0739,rgyud,10
D0740,rgyud,2
D0741,rgyud,2
D0742,rgyud,2
D0743,rgyud,2
D0744,rgyud,59
D0745,rgyud,4
D0746,rgyud,473
D0747,rgyud,51
D0748,rgyud,3
D0749,rgyud,3
D0750,rgyud,3
D0751,rgyud,57
D0752,rgyud,7
D0753,rgyud,2
D0754,rgyud,3
D0755,rgyud,4
D0756,rgyud,2
D0757,rgyud,23
D0758,rgyud,18
D0759,rgyud,46
D0760,rgyud,5
D0761,rgyud,3
D0762,rgyud,3
D0763,rgyud,4
D0764,rgyud,2
D0765,rgyud,26
D0766,rgyud,26
D0767,rgyud,15
D0768,rgyud,2
D0769,rgyud,2
D0770,rgyud,29
D0771,rgyud,4
D0772,rgyud,13
D0773,rgyud,2
D0774,rgyud,1
D0775,rgyud,1
D0776,rgyud,2
D0777,rgyud,2
D0778,rgyud,1
D0779,rgyud,1
D0780,rgyud,1
D0781,rgyud,1
D0782,rgyud,1
D0783,rgyud,1
D0784,rgyud,2
D0785,rgyud,1
D0786,rgyud,1
D0787,rgyud,1
D0788,rgyud,2
D0789,rgyud,1
D0790,rgyud,1
D0791,rgyud,1
D0792,rgyud,1
D0793,rgyud,1
D0794,rgyud,2
D0795,rgyud,1
D0796,rgyud,1
D0797,rgyud,2
D0798,rgyud,1
D0799,rgyud,1
D0800,rgyud,1
D0801,rgyud,1
D0802,rgyud,2
D0803,rgyud,1
D0804,rgyud,1
D0805,rgyud,46
D0806,rgyud,54
D0807,rgyud,110
D0808,rgyud,6
D0809,rgyud,7
D0810,rgyud,44
D0811,rgyud,2
D0812,rgyud,5
D0813,rgyud,3
D0814,rgyud,2
D0815,rgyud,4
D0816,rgyud,3
D0817,rgyud,4
D0818,rgyud,3
D0819,rgyud,2
D0820,rgyud,2
D0821,rgyud,2
D0822,rgyud,1
D0823,rgyud,2
D0824,rgyud,1
D0825,rgyud,2
D0826,rgyud,3
D0827,rgyud,2
D0828,rnying rgyud,170
D0829,rnying rgyud,408
D0830,rnying rgyud,136
D0831,rnying rgyud,218
D0832,rnying rgyud,44
D0833,rnying rgyud,132
D0834,rnying rgyud,201
D0835,rnying rgyud,25
D0836,rnying rgyud,67
D0837,rnying rgyud,52
D0838,rnying rgyud,35
D0839,rnying rgyud,106
D0840,rnying rgyud,145
D0841,rnying rgyud,88
D0841a,rnying rgyud,4
D0842,rnying rgyud,60
D0843,rnying rgyud,30
D0844,rnying rgyud,39
D0846,gzungs,5
D0846a,gzungs,1
D0847,gzungs,103
D0848,gzungs,3
D0849,gzungs,12
D0850,gzungs,5
D0851,gzungs,1
D0852,gzungs,8
D0853,gzungs,8
D0854,gzungs,5
D0855,gzungs,4
D0856,gzungs,4
D0857,gzungs,5
D0858,gzungs,12
D0859,gzungs,4
D0860,gzungs,1
D0861,gzungs,1
D0862,gzungs,1
D0863,gzungs,1
D0864,gzungs,2
D0865,gzungs,1
D0866,gzungs,2
D0867,gzungs,1
D0868,gzungs,2
D0869,gzungs,1
D0870,gzungs,1
D0871,gzungs,8
D0872,gzungs,7
D0873,gzungs,10
D0874,gzungs,6
D0875,gzungs,4
D0876,gzungs,7
D0877,gzungs,8
D0878,gzungs,7
D0879,gzungs,8
D0880,gzungs,5
D0881,gzungs,6
D0882,gzungs,3
D0883,gzungs,13
D0884,gzungs,14
D0885,gzungs,49
D0886,gzungs,5
D0887,gzungs,4
D0888,gzungs,6
D0889,gzungs,1
D0890,gzungs,2
D0891,gzungs,2
D0892,gzungs,2
D0893,gzungs,2
D0894,gzungs,1
D0895,gzungs,2
D0896,gzungs,1
D0897,gzungs,75
D0898,gzungs,17
D0899,gzungs,6
D0900,gzungs,5
D0901,gzungs,13
D0902,gzungs,7
D0903,gzungs,5
D0904,gzungs,5
D0905,gzungs,3
D0906,gzungs,3
D0907,gzungs,13
D0908,gzungs,3
D0909,gzungs,4
D0910,gzungs,2
D0911,gzungs,1
D0912,gzungs,2
D0913,gzungs,5
D0914,gzungs,21
D0915,gzungs,12
D0916,gzungs,2
D0917,gzungs,3
D0918,gzungs,1
D0919,gzungs,4
D0920,gzungs,2
D0921,gzungs,1
D0922,gzungs,4
D0923,gzungs,4
D0924,gzungs,6
D0925,gzungs,4
D0926,gzungs,3
D0927,gzungs,6
D0928,gzungs,4
D0929,gzungs,4
D0930,gzungs,2
D0931,gzungs,3
D0932,gzungs,1
D0933,gzungs,2
D0934,gzungs,1
D0935,gzungs,1
D0936,gzungs,2
D0937,gzungs,1
D0938,gzungs,1
D0939,gzungs,1
D0940,gzungs,1
D0941,gzungs,2
D0942,gzungs,1
D0943,gzungs,1
D0944,gzungs,1
D0945,gzungs,2
D0946,gzungs,59
D0947,gzungs,22
D0948,gzungs,3
D0949,gzungs,3
D0950,gzungs,4
D0951,gzungs,2
D0952,gzungs,2
D0953,gzungs,2
D0954,gzungs,7
D0955,gzungs,2
D0956,gzungs,3
D0957,gzungs,4
D0958,gzungs,6
D0959,gzungs,2
D0960,gzungs,2
D0961,gzungs,2
D0962,gzungs,2
D0963,gzungs,2
D0964,gzungs,43
D0965,gzungs,4
D0966,gzungs,5
D0967,gzungs,2
D0968,gzungs,4
D0969,gzungs,2
D0970,gzungs,2
D0971,gzungs,1
D0972,gzungs,5
D0973,gzungs,3
D0974,gzungs,5
D0975,gzungs,7
D0976,gzungs,3
D0977,gzungs,1
D0978,gzungs,2
D0979,gzungs,6
D0980,gzungs,2
D0981,gzungs,2
D0982,gzungs,22
D0983,gzungs,19
D0984,gzungs,10
D0985,gzungs,19
D0986,gzungs,11
D0987,gzungs,7
D0988,gzungs,3
D0989,gzungs,2
D0990,gzungs,3
D0991,gzungs,5
D0992,gzungs,2
D0993,gzungs,3
D0994,gzungs,3
D0995,gzungs,2
D0996,gzungs,2
D0997,gzungs,7
D0998,gzungs,6
D0999,gzungs,4
D1000,gzungs,6
D1001,gzungs,1
D1002,gzungs,2
D1003,gzungs,14
D1004,gzungs,9
D1005,gzungs,3
D1006,gzungs,2
D1007,gzungs,9
D1008,gzungs,3
D1009,gzungs,3
D1010,gzungs,1
D1011,gzungs,2
D1012,gzungs,1
D1013,gzungs,1
D1014,gzungs,2
D1015,gzungs,1
D1016,gzungs,2
D1017,gzungs,1
D1018,gzungs,2
D1019,gzungs,1
D1020,gzungs,4
D1021,gzungs,1
D1022,gzungs,1
D1023,gzungs,1
D1024,gzungs,2
D1025,gzungs,1
D1026,gzungs,1
D1027,gzungs,1
D1028,gzungs,2
D1029,gzungs,1
D1030,gzungs,1
D1031,gzungs,1
D1032,gzungs,1
D1033,gzungs,1
D1034,gzungs,2
D1035,gzungs,1
D1036,gzungs,1
D1037,gzungs,2
D1038,gzungs,2
D1039,gzungs,1
D1040,gzungs,2
D1041,gzungs,1
D1042,gzungs,1
D1043,gzungs,2
D1044,gzungs,1
D1045,gzungs,1
D1046,gzungs,2
D1047,gzungs,1
D1048,gzungs,2
D1049,gzungs,1
D1050,gzungs,1
D1051,gzungs,2
D1052,gzungs,1
D1053,gzungs,1
D1054,gzungs,1
D1055,gzungs,1
D1056,gzungs,1
D1057,gzungs,1
D1058,gzungs,1
D1059,gzungs,2
D1059a,gzungs,1
D1060,gzungs,1
D1061,gzungs,32
D1062,gzungs,21
D1063,gzungs,28
D1064,gzungs,11
D1065,gzungs,2
D1066,gzungs,2
D1067,gzungs,8
D1068,gzungs,2
D1069,gzungs,1
D1070,gzungs,1
D1071,gzungs,1
D1072,gzungs,1
D1073,gzungs,1
D1074,gzungs,1
D1075,gzungs,1
D1076,gzungs,2
D1077,gzungs,1
D1078,gzungs,2
D1079,gzungs,5
D1080,gzungs,6
D1081,gzungs,5
D1082,gzungs,2
D1083,gzungs,8
D1084,gzungs,3
D1085,gzungs,2
D1086,gzungs,1
D1087,gzungs,1
D1088,gzungs,4
D1089,gzungs,2
D1090,gzungs,2
D1091,gzungs,2
D1092,gzungs,2
D1093,gzungs,9
D1094,gzungs,4
D1095,gzungs,8
D1096,gzungs,3
D1097,gzungs,4
D1098,gzungs,3
D1099,gzungs,2
D1100,gzungs,2
D1101,gzungs,4
D1102,gzungs,2
D1103,gzungs,4
D1104,gzungs,2
D1105,gzungs,2
D1106,gzungs,1
D1107,gzungs,6
D1108,gzungs,1
D0845,dus 'khor,936
D1109,bstod tshogs,7
D1110,bstod tshogs,76
D1111,bstod tshogs,3
D1112,bstod tshogs,4
D1113,bstod tshogs,33
D1114,bstod tshogs,2
D1115,bstod tshogs,3
D1116,bstod tshogs,2
D1117,bstod tshogs,2
D1118,bstod tshogs,9
D1119,bstod tshogs,3
D1120,bstod tshogs,3
D1121,bstod tshogs,2
D1122,bstod tshogs,2
D1123,bstod tshogs,2
D1124,bstod tshogs,8
D1125,bstod tshogs,3
D1126,bstod tshogs,2
D1127,bstod tshogs,2
D1128,bstod tshogs,6
D1129,bstod tshogs,2
D1130,bstod tshogs,2
D1131,bstod tshogs,2
D1132,bstod tshogs,3
D1133,bstod tshogs,2
D1134,bstod tshogs,2
D1135,bstod tshogs,2
D1136,bstod tshogs,2
D1137,bstod tshogs,2
D1138,bstod tshogs,34
D1139,bstod tshogs,2
D1140,bstod tshogs,3
D1141,bstod tshogs,2
D1142,bstod tshogs,4
D1143,bstod tshogs,2
D1144,bstod tshogs,2
D1145,bstod tshogs,10
D1146,bstod tshogs,2
D1147,bstod tshogs,13
D1148,bstod tshogs,125
D1149,bstod tshogs,7
D1150,bstod tshogs,26
D1151,bstod tshogs,2
D1152,bstod tshogs,2
D1153,bstod tshogs,2
D1154,bstod tshogs,2
D1155,bstod tshogs,10
D1156,bstod tshogs,6
D1157,bstod tshogs,2
D1158,bstod tshogs,2
D1159,bstod tshogs,6
D1160,bstod tshogs,47
D1161,bstod tshogs,3
D1162,bstod tshogs,2
D1163,bstod tshogs,12
D1164,bstod tshogs,2
D1165,bstod tshogs,2
D1166,bstod tshogs,3
D1167,bstod tshogs,4
D1168,bstod tshogs,2
D1169,bstod tshogs,12
D1170,bstod tshogs,6
D1171,bstod tshogs,3
D1172,bstod tshogs,2
D1173,bstod tshogs,2
D1174,bstod tshogs,5
D1175,bstod tshogs,2
D1176,bstod tshogs,4
D1177,bstod tshogs,2
D1178,bstod tshogs,5
D1179,bstod tshogs,1
D1180,rgyud 'grel,250
D1181,rgyud 'grel,94
D1182,rgyud 'grel,204
D1183,rgyud 'grel,120
